filename,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,label
classical.00010.wav,-314.9978943,128.7146301,-28.92272758,30.83425522,-8.991014481,7.990176201,-9.85089016,1.43292439,-8.979047775,6.066538334,-3.302955627,7.613114357,3.801759005,2.924840212,1.822664022,5.187849522,1.075573564,0.143250033,-4.536268711,-2.320823908,classical
classical.00011.wav,-385.3195496,177.1907806,-9.319134712,24.3817215,5.8182621,-4.568686485,-6.349385262,-6.972950935,-4.134382725,3.862236738,-0.335566938,-0.924747109,-3.64607358,-2.090728521,3.64847517,0.711143494,-1.23478961,-0.739015758,2.818646431,1.547050595,classical
classical.00012.wav,-362.7192993,143.9241638,-19.00117874,30.6401062,1.039318562,0.253871173,-7.974901676,-3.863739729,-8.913079262,3.266159773,-4.428277969,3.645478249,4.923275948,3.25628233,6.359517097,6.078781128,3.843202829,-0.259983242,1.166988254,1.805843472,classical
classical.00013.wav,-343.1076355,140.1201935,-20.92488289,32.32437897,-3.684863091,2.939077854,-10.67302608,0.310076684,-5.799783707,7.684967041,-3.672432661,2.557328463,-3.492750645,-2.236847162,-0.824252009,0.882010579,0.4664644,0.938280165,1.867628574,-0.634674847,classical
classical.00014.wav,-324.5988464,147.8232727,-31.91736984,27.39212418,-4.489181519,-4.173313618,-12.5801239,-5.148221493,-7.733166695,0.826870501,-8.188446999,-0.840691149,0.993327022,3.664277792,6.218793869,4.725958347,-0.025019458,-2.328593969,2.229193211,-0.562390566,classical
classical.00015.wav,-449.5358276,124.9704208,-19.86003304,27.52310181,-5.764224529,2.196796894,-6.586194992,10.58436394,3.346988201,14.3801527,1.980475187,5.253954411,4.419659615,5.05496788,7.167722702,6.186135769,7.161440372,3.840834618,2.599432707,4.933314323,classical
classical.00016.wav,-482.5862427,154.8756866,-5.046085835,29.73652077,-1.872348428,8.219618797,-4.781975269,9.648200035,-3.344435692,4.544591904,-10.09614086,-0.656024754,-2.455114841,-0.165063605,1.863819361,3.482607603,3.388221264,1.115724444,1.276874661,-0.661827743,classical
classical.00017.wav,-311.5872498,148.7118683,-33.46609879,10.31886101,-12.85110188,1.21479857,-12.89023876,0.79919678,-9.718398094,2.035126448,-5.117127419,6.726267815,4.600520611,3.776888371,1.283526063,1.242797494,-0.097337477,1.501247287,0.380252242,-3.007310629,classical
classical.00018.wav,-405.6073914,145.72435,-0.856800318,23.06198883,9.213998795,-2.639981985,-5.7445755,-2.068183661,-0.629087865,6.745629311,2.783690691,2.443865299,5.086528778,2.392731905,1.864515305,2.499435902,1.527258515,-2.26483798,-1.436001897,2.624205112,classical
classical.00019.wav,-475.786438,141.4974976,-8.478093147,34.00800705,0.525431991,6.050452709,-0.008440506,9.539245605,2.163666725,7.102911949,-8.058455467,-0.111796483,0.768557906,3.865518332,5.324627399,4.671436787,6.8586092,5.388645649,1.064865828,-6.487742901,classical
classical.00020.wav,-300.8872986,161.1388245,-24.23980141,27.94919777,-2.839319706,2.362000465,-11.24193001,0.207847506,-6.812556744,6.084777355,-8.130868912,-1.821876287,-4.113842964,-2.050521851,-1.596206546,0.645489454,1.449948549,-0.227881297,-1.295408964,-7.097513676,classical
classical.00021.wav,-278.1661682,147.9115448,-31.56601715,20.36554337,-9.577174187,-6.237151146,-13.59854031,-0.661392033,-7.264620304,1.014123321,-11.75126266,-0.971364379,-2.217237473,-0.57837677,1.866241574,5.138472557,2.631865978,0.817869782,-1.649776578,-0.099225789,classical
classical.00022.wav,-278.7973938,160.0293274,-28.40923691,23.02935219,-2.700129509,3.00246191,-11.3024416,-0.520394027,-11.35612583,3.175123692,-5.079850674,4.348132133,-4.080542088,-0.157476082,-1.672498703,1.631821036,1.008241057,-0.76674211,-3.837225914,-3.543515921,classical
classical.00023.wav,-406.8506775,163.1085358,-2.403824568,32.41763687,7.950085163,9.626942635,-5.451040268,9.500731468,-3.060440779,10.19354439,-10.35240555,-5.395328045,-8.049378395,-2.079387188,0.384594977,3.412266493,3.501277924,7.381740093,6.434403419,0.189756274,classical
classical.00024.wav,-223.1387329,163.2472534,-34.4070549,24.1675396,-10.28961277,3.223272085,-12.86855412,0.797752976,-14.26808548,1.668127537,-10.14101505,0.235140696,-4.547204018,0.106333673,-2.85906601,1.358022332,-0.328218639,-1.060567975,-1.095887065,-8.050935745,classical
classical.00025.wav,-221.2801361,173.3295135,-37.45681763,24.36349297,-8.684724808,3.38944602,-12.8464613,1.0835495,-15.3267622,0.428582072,-9.624729156,2.292366028,-4.490748882,0.356813639,-1.477603674,1.815864921,0.226399496,-0.972556651,-0.492806077,-6.258419514,classical
classical.00026.wav,-319.2236938,143.6858521,-31.17563057,10.93424988,-5.542383194,-4.252718449,-8.938604355,-5.591285706,-8.019123077,2.334117889,-4.466851234,-0.328314573,0.955823779,1.139319658,-0.472403765,-1.310919523,0.146825761,1.49006784,3.696103573,3.053634644,classical
classical.00027.wav,-366.2355347,181.62323,-5.518502712,26.9954586,-4.817452431,4.605113029,-10.53031921,0.152195275,-11.13173008,3.574495554,-10.33564758,-1.085905552,-4.602791786,-0.48994264,0.841977119,0.244828582,2.127287626,0.702085555,1.027189851,-3.060726404,classical
classical.00028.wav,-228.9130707,153.9326324,-30.70715523,20.79227448,-6.108669758,1.175028205,-10.78816032,-3.867537975,-11.60189056,0.868675828,-8.304291725,-0.712369204,-3.077139378,-3.410038471,-2.624494791,0.730301678,-1.946552038,-2.513381481,1.562972784,-1.47208941,classical
classical.00029.wav,-297.1060181,130.2621155,-30.6015873,27.48266792,-7.07625246,1.982783318,-11.14433384,4.747302055,-8.777671814,5.411511421,-5.38987875,4.459778786,1.739644647,1.895799756,-1.308918118,1.087571144,-0.998160183,-1.473730803,0.630475223,1.153398633,classical
classical.00030.wav,-315.7706299,149.6737366,-30.54457664,23.21129036,-8.683144569,-10.09800339,-15.73022556,-4.041795254,-7.646997929,0.046991501,-11.13908386,-7.667931557,-5.867053032,-4.853206158,-5.141088963,-5.42151165,-3.176911116,1.458944798,0.146757409,-4.164847374,classical
classical.00031.wav,-374.0401306,172.4773254,6.43040657,20.10181999,5.923594952,1.570065379,-6.70080328,-1.201730371,-0.276167035,0.320392281,-6.544788361,-7.309696674,-7.331807613,-10.21897316,-6.140097141,-2.427361012,-2.673316717,-2.287655592,-1.163920999,-3.816780806,classical
classical.00032.wav,-498.5862427,177.5261536,11.2036562,27.64444351,-2.828965664,5.1014328,-6.598233223,-1.058001041,-4.148446083,-3.051424265,-9.910831451,-8.571865082,-9.189745903,-11.92977619,-9.185523987,-10.89703274,-8.852396965,-3.919747353,-2.384081841,-2.306657314,classical
classical.00033.wav,-429.0514221,120.7797546,-1.706300139,17.94756889,7.746009827,-2.053644419,-3.937756777,-2.53183341,-0.589419842,-0.810365796,-9.058843613,-3.680360556,-0.972958744,-4.999830723,-3.801925421,-2.401081324,-1.891969323,-0.307659566,3.41161418,3.134486198,classical
classical.00034.wav,-309.247345,138.669754,-29.7141571,33.62291718,-0.358400136,5.222520351,-6.322706699,3.27114296,-6.699366093,-0.690090358,-13.23781872,-8.529128075,-9.662935257,-4.290613174,0.263376951,1.032099724,1.901313543,3.714205503,2.551715612,-4.944025993,classical
classical.00035.wav,-319.6929321,166.0106964,-11.93993187,27.27754593,7.825562954,1.742720485,-7.855803967,-2.396783352,-2.898454189,-2.51642108,-11.37365055,-4.612368107,-4.490787029,-7.439468384,-5.582532883,-1.87538147,-1.28715241,-1.433916569,-0.49898538,-4.091928005,classical
classical.00036.wav,-419.2956238,127.4140091,-3.794592619,23.19443321,-4.315729618,4.050635338,-8.195416451,-7.608793259,-7.069224358,-2.915353298,-7.407393456,-5.429960251,-9.092166901,-10.60300636,-5.732027531,-0.395499825,7.01522398,5.587258339,-3.467517138,-5.173668861,classical
classical.00037.wav,-275.4006042,125.3323288,-41.02280045,24.5886631,-4.748532772,-4.267513752,-14.98323154,-5.046975613,-4.988296986,2.466800928,-10.88378429,-8.020301819,-5.15587759,-4.615142822,0.713871717,6.508340359,5.906252861,2.68265152,-2.045512438,-8.062643051,classical
classical.00038.wav,-275.9753418,146.3466492,-36.58543777,24.19907379,-2.531787634,-2.161284685,-13.29588127,-6.520299911,-9.401673317,-3.117752314,-11.54044437,-4.195280552,-1.686354995,-1.538284659,-3.21368289,-1.76918757,-2.238529205,-3.532030106,-2.99442029,-3.297078133,classical
classical.00039.wav,-409.499939,116.7966461,-16.18402863,11.69095039,0.710946918,5.991625309,-4.252985477,0.499475271,0.431557536,12.59169292,-1.112417579,-1.150225639,4.958818436,1.765380144,-3.903359175,3.497389078,2.801372528,3.106520414,0.653670728,-0.255862653,classical
classical.00040.wav,-358.7328491,129.0865936,-30.38215065,19.8777523,-10.3650198,-0.652081847,-10.59955311,1.545532703,-3.965301514,1.869271874,-8.840754509,-7.170501709,-8.211201668,-5.941539288,-0.115636177,4.281399727,8.964758873,12.79884434,14.69492435,11.52301598,classical
classical.00041.wav,-368.4895935,124.2680511,-31.56978416,17.594841,2.321777582,-5.949942112,-11.80356598,-5.52495575,-5.394246578,-1.306801438,-8.428803444,-3.620492935,2.208922863,-0.057314515,0.229860753,2.518540621,3.093886614,4.838160038,6.228263855,8.733520508,classical
classical.00042.wav,-160.6461182,164.2802277,-48.75534058,1.662767172,-7.611216068,-2.66230011,-11.04317188,-6.996154785,-8.096745491,1.253089309,-5.36745739,-4.139778614,-5.426041126,-1.66424787,-3.094003201,-1.251234055,-6.087149143,-1.028055191,-4.122477055,-1.506042838,classical
classical.00043.wav,-249.6342621,161.597168,10.15954494,-3.066418171,-0.57807523,-2.063037157,-12.19624043,-8.614082336,-14.63942719,-12.05017662,-12.29947281,-7.162609577,-7.878400326,-2.084011793,-2.910280228,-0.859986961,-3.974726439,-0.890092134,-3.994061232,-3.890931606,classical
classical.00044.wav,-402.1960144,154.0128021,-15.23430538,15.30642796,-3.071419239,-3.169816256,-9.762608528,-17.31507111,-12.30824375,-7.91102314,-7.10622263,-0.299757868,1.53147769,-1.461338043,-1.72616446,1.848421335,5.031433105,-0.757560492,-0.139755398,-2.850241184,classical
classical.00045.wav,-171.1051788,156.9305725,-21.84981918,5.337416172,-4.054869175,-3.720825911,-8.906785011,-4.932888031,-7.912198067,-5.397177696,-9.334654808,-6.601844788,-7.792888165,-1.348704696,-3.54823947,-2.859707117,-3.882557869,0.291802734,-3.436378717,-0.922374249,classical
classical.00046.wav,-85.28141022,118.4471893,-31.4813652,20.28513718,-4.419133663,6.912792206,-10.95602036,-1.626421213,-7.365120411,-3.016963243,-4.439848423,-1.413758159,-4.253591537,-4.169991493,-3.974399805,0.280999154,-3.394369364,1.692993283,-3.680548429,-3.433260679,classical
classical.00047.wav,-436.858429,154.1332245,-19.90319252,20.1828289,3.171194077,0.461730063,-6.528066635,-4.611454487,-10.0690527,-6.159064293,-4.532596588,-2.766376495,-5.221075535,-7.373968124,-6.994013786,-3.213460922,-0.37011984,2.221200943,2.573264599,4.475614548,classical
classical.00048.wav,-124.0537491,148.618042,-21.55851364,17.41118431,-1.436457634,4.125786781,-7.022972584,-5.129216671,-5.84197855,5.006770611,-6.218872547,-1.900928974,-0.900849402,-2.416077375,-4.322315216,-0.865728021,-4.695435524,-2.247864962,-5.165849209,-3.224920511,classical
classical.00049.wav,-98.32328796,98.35693359,-20.49176025,18.81813812,-2.096720457,2.663570166,-7.30994606,-3.586928368,-7.986064911,-1.916308761,-4.727487087,0.627075553,-2.591273069,-1.470525265,-3.170650244,0.657626569,-4.816373825,-2.217761278,-3.808979988,0.233789682,classical
classical.00050.wav,-449.527832,151.5198364,-12.76174259,44.26583481,6.236341953,4.053187847,-1.483168364,-1.61890161,-2.489429235,-4.291277885,-9.667424202,-1.348427534,0.135894656,3.716157436,5.287182808,1.215415359,-2.28744626,-4.109840393,-1.811350703,1.229756117,classical
classical.00051.wav,-230.2445526,119.1512909,-1.050998926,28.38791656,10.00870991,16.12883568,4.791749001,6.190906525,0.947356701,5.912571907,-1.178274393,3.573959589,-2.100357533,-0.905366778,-1.850414395,-0.001897239,-2.796700001,2.336203575,-1.440900087,2.739942551,classical
classical.00052.wav,-186.6319733,86.64537048,-15.72755146,14.73683453,-2.204741001,6.256115437,-0.892064333,0.657025754,-6.092410088,-5.223966122,-7.879560471,-1.726939201,-4.704252243,-2.049312353,1.432569742,2.786587954,3.316521168,3.114957094,-4.411282539,-5.034923553,classical
classical.00053.wav,-121.8143387,149.6727142,-42.84595871,24.48899078,-5.412307262,10.66771507,-2.828141689,0.787152112,-6.399395466,4.483000755,-1.224386096,1.259755611,-1.198542476,-2.407365561,-1.730483294,1.421269536,-1.367631555,0.949794233,-5.565868855,-1.929738045,classical
classical.00054.wav,-108.0352936,127.2728806,-44.9522171,31.24362564,4.355782986,-4.945937157,-15.87752056,14.63061714,-7.78874445,-1.210603237,2.831526756,17.27196884,-4.097477436,1.66623354,0.668793321,4.612271786,-9.870930672,-3.238667727,-3.09794116,1.873869419,classical
classical.00055.wav,-483.9385071,144.207489,1.375232577,8.090772629,4.930779457,-2.314972878,-2.747194529,-6.843307972,-10.15343761,-8.06420517,-7.145673752,-10.55360794,-7.78283596,-2.953631401,-0.258520186,4.308153629,5.301958561,0.181729838,-4.546946526,-1.888709426,classical
classical.00056.wav,-81.06881714,129.0519714,-42.45161438,33.14112473,5.686828613,-6.506629467,-2.272936821,7.403286457,-18.70931244,2.476948023,3.738560915,1.88814497,-10.07089233,0.988405466,-3.578593969,-6.169908524,-8.033431053,3.778492451,-5.057116032,-0.873967886,classical
classical.00057.wav,-367.0795593,112.8555222,-18.75359344,10.18005943,-1.612913609,3.799886942,0.92367053,5.06531477,-5.364200592,-9.513913155,-8.492563248,-1.788250208,1.284910321,-3.87962985,-2.646185398,-1.065398574,-1.279927611,-2.502557039,-2.57021904,-4.065904617,classical
classical.00058.wav,-349.9388428,161.8268127,-3.370240211,14.19544888,5.771660328,3.526034832,2.964038372,-7.113631725,-7.914619923,-0.341502875,2.859117985,-2.490217686,-6.781764984,-8.830839157,-6.672370434,-4.896298409,0.114769034,4.251422882,5.079310417,2.604297876,classical
classical.00059.wav,-197.1920929,137.4040222,-34.15598297,25.36267471,-5.277171135,-2.77517128,-9.498249054,-7.608982086,-7.652765274,-5.666132927,-4.379935741,-5.424618244,-3.534874201,-5.658737659,-1.889983416,-2.880207539,-3.483163595,-4.029826164,-7.297965527,-4.188187122,classical
classical.00060.wav,-166.3934784,122.1194153,-32.11149979,16.68393898,-5.395673752,-2.486983061,-9.820252419,-4.901546478,-6.964920998,-4.573854923,-6.645280361,-5.4910326,-5.368008614,-4.962776184,-2.783656836,-3.184638262,-4.076643944,-3.550935268,-4.643793583,-1.171015739,classical
classical.00061.wav,-274.359375,148.3734283,-20.32382011,21.79186821,7.950322151,3.786221504,-2.22853756,-6.084719181,-5.624156475,-6.696157455,-5.912067413,-4.588786602,-1.535086632,-3.027743578,-4.696214199,-7.713763714,-7.215487003,-5.410744667,-5.248799801,-5.265856266,classical
classical.00062.wav,-305.4315186,135.9376526,-11.76709366,18.22266197,10.36874771,3.004951,-5.594763756,0.148686156,-1.351224661,-1.872998357,-3.211319685,-6.74624157,-2.694085598,-5.596806049,-4.531134129,-4.791563034,-5.366228104,-2.623396158,-5.833599091,-6.924807072,classical
classical.00063.wav,-465.9222717,180.2020721,56.68280029,11.03125,5.835222721,0.734211683,-3.962383747,-5.885416508,-8.461982727,-9.784011841,-7.692601681,-3.254734755,-1.857446194,-4.006843567,-4.101009369,-2.468192816,-2.357403994,-2.993993282,-3.226026297,-1.715073705,classical
classical.00064.wav,-498.724762,145.6916046,46.5360527,15.26536846,3.058496237,-0.836966276,-5.227452755,-6.211699486,-3.818588972,0.078461565,2.723050356,2.221652508,0.236477688,-0.466234773,-0.881353498,0.583057344,3.288136482,2.316113472,-2.570249796,-4.81921339,classical
classical.00065.wav,-421.6164551,172.842392,28.05224991,-2.562525272,-3.584569216,-4.865512848,-8.893527031,-10.70395565,-7.681036472,-7.955805302,-7.324606895,-2.70902586,-0.914542735,-4.220645905,-8.437570572,-8.412958145,-4.13720417,-0.404438734,0.095413998,-0.277914554,classical
classical.00066.wav,-429.1732483,175.1746368,31.85898781,4.301975727,1.034889936,-5.77147913,-9.49033165,-11.28026676,-10.57399464,-8.665821075,-6.329770565,-1.67541194,0.825935304,-0.18233189,0.023008414,0.198500395,-1.852693915,-4.415913105,-4.965116501,-4.612737656,classical
classical.00067.wav,-413.4417114,143.4786987,31.3044014,14.02449512,1.512248755,-2.294590235,-6.4661479,-8.101449013,-5.929848671,-4.474499226,-2.798327684,-0.814091325,-1.214225411,-2.383761406,-3.80340004,-3.51393199,-2.705090284,-2.384636402,0.614359021,2.655699015,classical
classical.00068.wav,-234.395401,130.2594299,-39.53585815,19.33927345,-6.798908234,-5.137262344,-3.713950157,-4.032189369,-5.072198868,-1.370555878,-7.748773575,-4.379882336,0.471862465,0.779200852,5.457289696,8.772969246,7.046066284,2.427167416,-2.290119171,-0.242598549,classical
classical.00069.wav,-321.2634583,136.3085327,-28.29458237,31.03899956,0.566770852,0.227003962,0.65895319,-1.31732142,-0.041371461,-0.41935572,-6.184533119,-0.156573251,-0.476610839,-0.749316871,7.477033615,10.98069191,7.834348202,4.321857929,2.988080263,5.856626511,classical
classical.00070.wav,-321.1299744,134.6035919,-18.25528908,22.19682312,0.421831101,-3.799387693,0.484667093,-1.144471407,-1.897786498,-0.100732461,-2.754602671,0.586736798,2.49475956,0.299752802,1.674693704,2.884592772,2.083273172,1.163759828,-2.392161608,-3.423226118,classical
classical.00071.wav,-269.67276,136.4424744,-25.02957535,26.40132332,0.675240219,-5.365645409,-1.104305387,-1.495830178,-0.175089896,-3.803641081,-9.292686462,-3.14176774,1.649881244,0.682614148,1.916604519,2.245543718,-2.130691767,-3.678655863,-1.077351689,3.54028368,classical
classical.00072.wav,-360.8185425,138.986084,-12.93692112,33.78664398,7.590706348,-1.715435266,1.025928617,4.06954813,3.937297583,0.944112539,0.520314157,4.687003613,3.339288712,-2.254823685,-1.846510649,2.224443674,1.786070824,-1.516962051,-3.256617546,4.000946999,classical
classical.00073.wav,-306.848999,152.8592682,-27.60104942,16.33049011,-3.14158082,-8.933115959,-5.43667078,-9.778673172,-7.106647491,0.298622251,0.894269943,5.444417953,8.217877388,4.1996665,2.047336578,3.022182226,-0.395100921,-2.814562082,-2.904453278,1.343889117,classical
classical.00074.wav,-289.710907,143.9020996,-26.99879837,24.06792259,-1.148625731,-6.298394203,-2.740370035,-3.523544788,-3.019984484,-3.146546602,-7.26484251,-1.695729733,3.077830553,2.687298775,2.527074814,4.610609531,2.38289547,-1.265461326,-3.549344301,-2.814049006,classical
classical.00075.wav,-412.9704285,138.5377808,-19.24843979,34.16341019,8.972399712,-4.291573524,4.162137985,0.880626738,3.079140425,0.104660138,-4.064545155,3.791708231,5.926168919,3.492968559,6.617740154,6.735692024,2.471732378,-1.873949289,-0.060675152,2.717146158,classical
classical.00076.wav,-238.7260742,149.7326965,-28.86225128,28.27163124,-0.783642232,-3.931684494,-2.148995399,-4.346830845,-4.187112808,-3.433684111,-5.754953861,-0.094639331,2.541508913,0.688190222,0.060121611,1.696560144,0.657765985,1.477571964,-1.836199522,-6.25835228,classical
classical.00077.wav,-477.9508057,155.3632813,12.76587009,5.526382923,2.402227402,-10.65260983,-16.6452961,-12.53770351,-11.18416214,-9.372797966,-3.212331057,-2.765850782,-6.476381302,-8.306511879,-7.095137596,-7.477769375,-5.32603693,1.263419747,1.878737092,-1.648588181,classical
classical.00078.wav,-552.1200562,173.3547974,26.35229874,14.11641121,7.256919861,-7.083105087,-5.854581356,-10.3393259,-11.01578999,-9.189095497,-8.822911263,-4.927473068,-3.64565134,-4.276288033,-3.462380886,-4.828630447,-5.684343815,-6.545731544,-8.199954033,-6.444562435,classical
classical.00079.wav,-437.6479187,170.9881287,7.427471638,-3.100461245,0.801415563,-11.13189888,-12.52261066,-6.89777422,-5.842573166,-8.446321487,-8.475860596,-8.339657784,-7.380613327,-6.733985901,-6.085301876,-7.059752464,-6.654988766,-4.295301914,-4.401451588,-4.908896923,classical
classical.00080.wav,-549.7567749,157.1216431,6.588772774,34.43016434,13.26928616,5.734205246,5.047469616,-3.011882544,2.059333801,3.072089195,2.014800549,3.239155769,5.669092655,5.705403805,3.640977621,4.095938206,4.332311153,3.357461214,2.624508619,1.659115076,classical
classical.00081.wav,-374.6436462,153.851944,-21.57677841,20.84772682,7.007452965,-3.944744587,-2.518220425,-2.812335014,-4.294847012,-4.509094238,-5.758689404,-4.259094715,-3.844548702,-4.580007076,-3.632163048,-2.286594391,-3.124706268,-0.213337809,2.632269382,1.816808224,classical
classical.00082.wav,-263.9663086,142.1340942,-51.38689041,5.02436924,-20.27393341,-17.12563515,-16.07067299,-20.30716896,-15.03652191,-9.735161781,-8.405694008,-11.79045677,-6.888520241,-4.603694439,-2.044698238,-2.372067928,0.967171848,3.013004541,1.362113476,5.538545609,classical
classical.00083.wav,-338.8352661,190.2120514,-16.31083298,3.697673082,-0.437514544,-8.890927315,-10.38019943,-16.36756134,-13.28254604,-10.78271008,-8.636702538,-8.278225899,-4.625417709,-3.80157733,-4.546669006,-3.660512686,-0.946015656,0.543379784,-0.257497251,-1.553382039,classical
classical.00084.wav,-369.035614,171.9629211,-27.31944275,6.01866293,-0.147744164,-10.68095016,-11.92337036,-10.19258118,-11.35676289,-10.49793148,-8.368540764,-9.795355797,-5.054962635,-5.084411621,-3.042361975,-1.725172281,-1.8516258,-2.262537956,-1.277915955,-0.445498496,classical
classical.00085.wav,-246.1237488,149.4347382,-41.99037552,11.61639881,-10.2857275,-4.012963295,-7.136823177,-10.1331234,-9.41763401,-7.165168285,-3.155687332,-5.64231348,-2.584955454,-4.520177841,-6.156925201,-4.968025208,-3.352391481,-3.352493048,-0.674949527,0.225980937,classical
classical.00086.wav,-283.4979248,159.5895386,-29.53636742,18.54133224,-9.867400169,-3.427704096,-10.99082375,-9.783079147,-8.297109604,-4.248380184,-2.869797707,-5.977563858,-4.024008274,-3.346832991,-3.394336462,-1.865786076,-0.446822882,1.90367949,-0.119082749,-2.804025173,classical
classical.00087.wav,-392.9229126,190.7829285,-13.34251785,8.278394699,1.549722314,-11.07078171,-11.24039173,-14.00667477,-10.61885071,-9.384768486,-4.619544029,-10.07048893,-4.819358826,-1.746467233,-4.662369251,-2.109610558,1.025919318,1.305982828,-0.153218344,-1.409481645,classical
classical.00088.wav,-299.6030884,157.2707672,-37.33165741,15.77145576,-5.744013786,-4.456099033,-6.812541008,-10.72972393,-9.876471519,-8.153111458,-5.423214912,-7.835010052,-2.731196165,-1.11061573,1.644738555,3.638576269,3.082600832,0.106728114,-0.797570586,-2.737523079,classical
classical.00089.wav,-301.9083862,57.53806686,-59.13418579,33.5474472,-20.90315628,17.73060417,-0.635739267,49.01135635,19.13300896,27.09926414,-17.64959145,-0.295554787,-3.742962122,18.17650414,9.970201492,11.60680199,11.28072071,15.38838959,-7.406881332,-5.849085808,classical
classical.00090.wav,-326.3294067,85.93001556,-42.96249771,31.84588814,-19.57003403,9.995521545,-16.44505501,9.990250587,-8.603288651,25.50757599,6.538925648,16.39753914,3.489681482,9.595540047,5.936186314,9.291604042,9.9684515,9.206622124,2.806014776,-5.388985157,classical
classical.00091.wav,-251.2267303,88.74597931,-41.787323,37.92015839,-12.03349781,21.63478851,-5.86258173,25.71518898,-5.211887836,14.29633713,-7.554203987,10.47600555,-4.916656017,5.282158852,0.297458291,3.327214479,1.267257214,4.770478249,-2.081254244,1.126510501,classical
classical.00092.wav,-299.6480408,103.6481171,-27.68024635,51.01206589,12.30522156,16.47833633,-10.93571281,-0.895144999,3.862285852,12.95436382,-12.40724754,2.46608305,5.190351009,-0.753754258,-0.605103314,-1.180369735,5.927699089,9.81975174,-2.675824404,-3.069019079,classical
classical.00093.wav,-207.3867493,117.6047745,-41.4135704,13.24866772,-1.655466199,15.52535725,-10.33281994,-1.882787347,-12.76022053,7.00240469,-0.766792476,2.061205864,-8.255264282,-1.451544762,-7.072134972,0.933314323,-5.549664021,-8.505703926,-1.482262731,5.381844044,classical
